시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,신호등화시간,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
경기도,단원구,시도,선부광장1로,선부광장1로,03,"경기도 안산시 단원구 선부광장남로 111 (선부동, 주공11단지아파트)",경기도 안산시 단원구 선부동 1078,37.3288261987,126.8103195337,03,01,Y,350,01,03,03,녹색+황색+적색+보행녹색+보행점멸+녹색+황색+적색+보행녹색+보행점멸,74+3+2+20+11+74+3+2+,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,원선1로,원선1로,03,경기도 안산시 단원구 원선1로 68,경기도 안산시 단원구 초지동 603,37.3288306882,126.8064155215,03,02,Y,48,01,04,04,녹색/녹색화살표+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,29+3+31+3+27+3+31+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,원선1로,원선1로,03,경기도 안산시 단원구 원선1로 68,경기도 안산시 단원구 초지동 798,37.3288306882,126.8064155215,03,01,Y,50,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+적색+보행녹색+보행점멸,84+3+10+3+3+12+15,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,화정로,화정로,03,,경기도 안산시 단원구 선부동 1158-8,37.3288337,126.8129517,03,02,Y,61,01,04,04,적색/녹색화살표+적색/황색+적색/녹색화살표+적색/황색+적색/녹색화살표+적색/황색+적색+보행녹색+보행점멸,27+3+23+3+43+3+3+14+,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,능길로,능길로,03,경기도 안산시 단원구 능길로 58,경기도 안산시 단원구 신길동 1069,37.3289306428,126.7623744832,03,01,Y,300,01,04,04,녹색+황색+녹색/녹색화살표+황색+적색/녹색화살표+적색/황색,104+3+17+3+30+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,예술광장1로,예술광장1로,03,경기도 안산시 상록구 예술광장1로 16 (월피동),경기도 안산시 상록구 월피동 445-4,37.3290380199,126.8443313020,03,01,Y,23,01,03,03,녹색+황색+적색+보행녹색+보행점멸+녹색+황색+적색+보행녹색+보행점멸,65+3+2+14+11+25+3+2+,02,99,01,Y,00:00,05:00,N,N,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,부곡로,부곡로,03,,경기도 안산시 상록구 부곡동 622,37.3290592405,126.8613960921,03,01,Y,255,01,03,03,녹색+황색+적색+보행녹색+보행점멸,69+3+3+14+11,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,원초로,원초로,03,경기도 안산시 단원구 원초로 23,경기도 안산시 단원구 원곡동 828-5,37.3291257665,126.8017841050,03,02,Y,51,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+적색/녹색화살표+적색/황색,54+3+25+3+32+3,02,99,01,Y,23:00,06:00,N,N,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,적금로,적금로,03,경기도 안산시 단원구 적금로 244 (고잔동),경기도 안산시 단원구 고잔동 612,37.3292695737,126.8292969420,03,02,Y,448,01,03,03,녹색+황색+적색+보행녹색+보행점멸,118+3+3+14+11,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,예술대학로,예술대학로,03,경기도 안산시 단원구 예술대학로 140 (고잔동),경기도 안산시 단원구 고잔동 646-21,37.3293007286,126.8386575090,03,02,Y,378,01,03,03,녹색+황색+녹색+황색+적색+보행녹색+보행점멸,121+3+23+3,02,99,01,Y,00:00,06:00,N,N,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,예술광장1로,예술광장1로,03,경기도 안산시 상록구 예술광장1로 46 (월피동),경기도 안산시 상록구 월피동 445-18,37.3293657995,126.8469438440,03,02,Y,24,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+적색+보행녹색+보행점멸,53+3+44+3+2+14+11,02,99,01,Y,00:00,05:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,원선로,원선로,03,경기도 안산시 단원구 원선로 53,경기도 안산시 단원구 원곡동 822,37.3294155534,126.7983802927,03,02,Y,42,01,04,04,녹색+황색+녹색/녹색화살표+황색+적색/녹색화살표+적색/황색,29+4+5+3+31+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,부곡로,부곡로,03,경기도 안산시 상록구 부곡로 82 (부곡동),경기도 안산시 상록구 부곡동 623-8,37.3294379265,126.8616120366,03,01,Y,296,01,03,03,녹색+황색+적색+보행녹색+보행점멸,69+3+3+14+11,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,삼일로,삼일로,03,,경기도 안산시 단원구 고잔동 630,37.3295339,126.8298562,03,02,Y,18,01,03,03,녹색+황색+녹색/녹색화살표+황색+적색+보행녹색+보행점멸+적색/녹색화살표+적색/황색,57+4+16+3+2+11+19+34,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,삼일로,삼일로,03,,경기도 안산시 단원구 고잔동 630,37.3295339,126.8298562,03,02,Y,20,01,04,04,녹색+황색+녹색/녹색화살표+황색+적색+적색/녹색화살표+적색/황색,85+3+19+3+2+37+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,충장로,충장로,03,경기도 안산시 상록구 충장로 576 (월피동),경기도 안산시 상록구 월피동 442-22,37.3295432701,126.8504413233,03,02,Y,29,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+적색+보행녹색+보행점멸,34+3+8+3+2+14+11,02,99,01,Y,00:00,05:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,예술광장1로,예술광장1로,03,경기도 안산시 상록구 예술광장1로 32 (월피동),경기도 안산시 상록구 월피동 445-13,37.3296276525,126.8459819701,03,01,Y,272,01,03,03,녹색+황색+적색+보행녹색+보행점멸+녹색+황색+적색+보행녹색+보행점멸,69+3+2+10+11+29+3+2+,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,성호로,성호로,03,경기도 안산시 상록구 성호로 304 (부곡동),경기도 안산시 상록구 부곡동 679-5,37.3300016798,126.8598327351,03,01,Y,279,01,03,03,녹색+황색+적색+보행녹색+보행점멸,66+3+2+16+13,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,안산천동로,안산천동로,03,경기도 안산시 상록구 안산천동로 170 (월피동),경기도 안산시 상록구 월피동 446-1,37.3303346982,126.8437193193,03,01,Y,16,01,03,03,녹색+황색+적색+보행녹색+보행점멸,45+3+2+14+11,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,화랑로,화랑로,03,경기도 안산시 단원구 화랑로 43,경기도 안산시 단원구 원곡동 780-11,37.3306521592,126.7965039255,03,02,Y,39,01,04,04,녹색+황색+적색+적색/녹색화살표+적색/황색+적색/녹색화살표+적색/황색,26+3+1+20+3+19+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,동산로,동산로,03,,경기도 안산시 단원구 선부동 1157,37.3306745,126.809482,03,02,Y,55,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,72+4+26+4+55+5+50+4,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,안산천서로,안산천서로,03,"경기도 안산시 단원구 당곡3로 3 (고잔동, 주공7단지아파트)",경기도 안산시 단원구 고잔동 670,37.3272779677,126.8406927765,03,02,Y,361,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+적색+보행녹색+보행점멸,95+3+20+3+2+12+15,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,삼일로,삼일로,03,경기도 안산시 상록구 삼일로 646 (성포동),경기도 안산시 상록구 성포동 593-27,37.3274136718,126.8479587636,03,02,Y,38,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,50+3+19+3+33+4+34+4,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,화랑로,화랑로,03,,경기도 안산시 단원구 초지동 665-3,37.3275063,126.8186803,03,02,Y,32,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,44+3+2+16+3+2+31+3+4,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,화정천동로,화정천동로,03,,경기도 안산시 단원구 초지동 665-3,37.3275063,126.8186803,03,02,Y,525,01,03,03,녹색+황색+적색+보행녹색+보행점멸,123+3+3+10+11,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,적금로,적금로,03,"경기도 안산시 단원구 단원안길 22 (고잔동, 광신7차빌라)",경기도 안산시 단원구 고잔동 606-3,37.3275971961,126.8267733204,03,02,Y,410,01,03,03,녹색+황색+적색+보행녹색+보행점멸,118+3+2+15+12,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,성호로,성호로,03,경기도 안산시 상록구 성호로 274 (부곡동),경기도 안산시 상록구 부곡동 681-8,37.3276432067,126.8586772168,03,01,Y,265,01,03,03,녹색+황색+적색+보행녹색+보행점멸,45+3+2+14+11,02,99,01,N,24:00,24:00,N,Y,Y,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,선부광장남로,선부광장남로,03,,경기도 안산시 단원구 초지동 610,37.3278924,126.8084827,03,02,Y,505,01,04,04,녹색/녹색화살표+황색+녹색+황색+적색/녹색화살표+적색/황색,7+3+66+3+28+3+7+3+66,02,99,01,N,24:00,24:00,N,Y,Y,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,중앙대로,중앙대로,03,경기도 안산시 단원구 중앙대로462,경기도 안산시 단원구 원곡동 993-7,37.3279761125,126.7872905862,03,02,Y,147,01,04,05,적색+녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색,1+18+4+3+45+4+1+30+4,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,부곡로,부곡로,03,경기도 안산시 상록구 부곡로 64 (부곡동),경기도 안산시 상록구 부곡동 620,37.3280168712,126.8607345591,03,02,Y,171,01,03,03,녹색+황색+녹색+황색+적색+보행녹색+보행점멸,36+3+17+3+2+20+19,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,월피로,월피로,03,"경기도 안산시 상록구 충장로 565 (월피동, 주공1단지아파트)",경기도 안산시 상록구 월피동 444,37.3280493948,126.8490496895,03,02,Y,22,01,04,04,녹색/녹색화살표+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,35+3+29+3+27+3+27+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,삼일로,삼일로,03,경기도 안산시 상록구 예술광장로 35 (월피동),경기도 안산시 상록구 월피동 445-29,37.3281810237,126.8477044748,03,02,Y,37,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+녹색,91+3+17+3+32+4,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,화랑로,화랑로,03,경기도 안산시 단원구 원선로 50,경기도 안산시 단원구 원곡동 906,37.3282260905,126.7983202855,03,02,Y,38,01,04,04,녹색/녹색화살표+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,40+3+26+3+36+3+36+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,삼일로,삼일로,03,,경기도 안산시 단원구 고잔동 678,37.3282477,126.8390982,03,02,Y,22,01,04,04,녹색+황색+적색+적색/녹색화살표+적색/황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,52+4+2+17+3+34+3+34+,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,삼일로,삼일로,03,경기도 안산시 상록구 예술광장로 1 (월피동),경기도 안산시 상록구 월피동 445,37.3283603214,126.8442379215,03,02,Y,35,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,49+3+15+3+36+4+36+4,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,원초로,원초로,03,경기도 안산시 단원구 원초로 30,경기도 안산시 단원구 원곡동 846,37.3284011972,126.8017002564,03,02,Y,52,01,03,03,녹색+황색+녹색+황색+적색+보행녹색+보행점멸,46+4+34+4+2+20+20,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,중앙대로,중앙대로,03,경기도 안산시 단원구 중앙대로61,경기도 안산시 단원구 신길동 1440-1,37.3285139048,126.7507631447,03,02,Y,296,01,04,05,적색/녹색화살표+적색/황색+적색/녹색화살표+적색/황색+녹색/녹색화살표+황색+녹색+황색+녹색/녹색화살표+황색,34+4+31+4+118+4+26+4,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,안산천서로,안산천서로,03,경기도 안산시 단원구 삼일로 559 (고잔동),경기도 안산시 단원구 고잔동 648-3,37.3285292449,126.8385102205,03,02,Y,377,01,04,04,녹색+황색+녹색/녹색화살표+황색+적색/녹색화살표+적색/황색,121+3+10+3+10+3,02,99,01,N,24:00,24:00,N,N,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,성호로,성호로,03,경기도 안산시 상록구 성호로 286 (부곡동),경기도 안산시 상록구 부곡동 681,37.3285664100,126.8591358425,03,02,Y,264,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+적색+보행녹색+보행점멸,52+3+12+3+2+13+15,02,99,01,N,24:00,24:00,N,Y,Y,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,양주시,지방도,371번,권율로,3,,경기도 양주시 장흥면 일영리 51-4,37.72378878,126.9484465,03,01,N,0470-03,01,03,03,녹색+황색+적색,96+4+20,02,1,1,Y,23:59,06:00,N,N,N,,양주시청,031-8082-4114,2021-01-01,5590000,경기도 양주시
경기도,상록구,시도,정재로,정재로,03,경기도 안산시 상록구 성호로 285 (부곡동),경기도 안산시 상록구 부곡동 709,37.3286487558,126.8586753334,03,02,Y,167,01,04,04,녹색/녹색화살표+황색+녹색+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색+녹색+황색,31+3+27+3+27+3+23+3+,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,일반국도,42번,수인로,03,경기도 안산시 상록구 성호로 285 (부곡동),경기도 안산시 상록구 부곡동 709-2,37.3286487558,126.8586753334,03,02,Y,176,01,04,04,녹색/녹색화살표+황색+녹색+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,37+4+37+4+65+4+18+4+,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,성곡로,성곡로,03,경기도 안산시 단원구 성곡로 202,경기도 안산시 단원구 성곡동 646-7,37.3256050191,126.7628633444,03,01,Y,409,01,03,03,녹색+황색+적색+보행녹색+보행점멸,126+3+2+12+17,02,99,01,N,24:00,24:00,Y,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,선부광장남로,선부광장남로,03,,경기도 안산시 단원구 초지동 667,37.3256744678,126.8137709572,03,02,Y,60,01,03,03,녹색+황색+적색+보행녹색+보행점멸,76+3+29+3+76+3+29+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,정왕천동로,정왕천동로,03,경기도 안산시 단원구 번영2로 3,경기도 안산시 단원구 성곡동 695-1,37.3258327587,126.7359554563,03,02,Y,372,01,04,04,녹색/녹색화살표+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,23+3+47+3+34+3+34+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,부곡로,부곡로,03,경기도 안산시 상록구 부곡로 37 (부곡동),경기도 안산시 상록구 부곡동 686-7,37.3258527767,126.8593665643,03,02,Y,172,01,03,03,녹색+황색+녹색+황색+적색+보행녹색+보행점멸,22+3+20+3+2+14+11,02,99,01,Y,00:00,07:00,N,N,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,초지시장로,초지시장로,03,경기도 안산시 단원구 원초로80,경기도 안산시 단원구 원초로80,37.3259440770,126.8065944256,03,02,Y,532,01,04,04,녹색/녹색화살표+황색/적색+녹색+황색+녹색화살표+황색+적색+보행녹색+보행점멸,12+3+49+3+27+3+2+16+,02,99,01,N,24:00,24:00,N,Y,Y,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,원선로,원선로,03,,경기도 안산시 단원구 초지동 603-2,37.325962,126.8074451,03,02,Y,417,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+적색/녹색화살표+적색/황색+적색+보행녹색+보행점멸,55+3+10+3+22+3+2+17+,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,충장로,충장로,03,경기도 안산시 상록구 충장로 538 (성포동),경기도 안산시 상록구 성포동 594-1,37.3261096212,126.8513011115,03,02,Y,30,01,04,04,적색/녹색화살표+적색/황색+녹색+황색+적색/녹색화살표+적색/황색,30+3+24+3+12+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,능길로,능길로,03,경기도 안산시 단원구 능길로 94,경기도 안산시 단원구 신길동 1067-1,37.3261227693,126.7640441575,03,02,Y,299,01,04,04,녹색/녹색화살표+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,24+3+57+3+3+22+3+42+,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,삼일로,삼일로,03,경기도 안산시 상록구 삼일로 696 (성포동),경기도 안산시 상록구 성포동 214-1,37.3262526383,126.8532685607,03,01,Y,40,01,03,03,녹색+황색+적색+보행녹색+보행점멸,113+3+2+13+19,02,99,01,Y,00:00,05:00,Y,Y,Y,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,적금로,적금로,03,경기도 안산시 단원구 적금로 202 (고잔동),경기도 안산시 단원구 고잔동 604,37.3262873582,126.8281889417,03,02,Y,96,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+적색+보행녹색+보행점멸,94+3+18+3+3+16+13,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,삼일로,삼일로,03,경기도 안산시 상록구 성호로 258 (부곡동),경기도 안산시 상록구 부곡동 685-11,37.3264283920,126.8584899394,03,02,Y,41,01,04,04,녹색/녹색화살표+황색+녹색/녹색화살표+황색+적색/녹색화살표+적색/황색,42+3+69+3+30+3,02,99,01,N,24:00,24:00,N,N,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,성호로,성호로,03,경기도 안산시 상록구 성호로 258 (부곡동),경기도 안산시 상록구 부곡동 685-11,37.3264283920,126.8584899394,03,02,Y,164,01,04,04,녹색/녹색화살표+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,42+3+26+3+40+3+30+3,02,99,01,N,24:00,24:00,N,Y,Y,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,산단로,산단로,03,경기도 안산시 단원구 산단로 348,경기도 안산시 단원구 신길동 1227,37.3264463621,126.7864012944,03,02,Y,265,01,04,04,녹색/녹색화살표+황색+적색+녹색+황색+적색/녹색화살표+적색/황색,40+3+2+115+3+46+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,별망로,별망로,03,경기도 안산시 단원구 해봉로 327,경기도 안산시 단원구 신길동 1115,37.3265279039,126.7759260282,03,01,Y,263,01,04,04,녹색+황색+적색+적색/녹색화살표+적색/황색,176+3+3+29+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,번영로,번영로,03,경기도 안산시 단원구 번영로 203,경기도 안산시 단원구 성곡동 658,37.3265580117,126.7428760971,03,02,Y,294,01,04,04,녹색/녹색화살표+황색+녹색+황색+녹색/녹색화살표+황색+적색/녹색화살표+적색/황색+적색/녹색화살표+적색/황색,46+3+26+3+10+3+33+3+,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,삼일로,삼일로,03,,경기도 안산시 단원구 고잔동 630-4,37.3268178,126.8268703,03,02,Y,19,01,04,04,녹색+황색+적색+적색/녹색화살표+적색/황색+적색+적색/녹색화살표+적색/황색,67+3+38+3+2+36+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,화랑로,화랑로,03,경기도 안산시 단원구 화랑로 92,경기도 안산시 단원구 원곡동 915,37.3269486189,126.7994926142,03,01,Y,37,01,03,03,녹색+황색+녹색+황색+녹색+황색,111+3+2+2+16+13,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,화랑로,화랑로,03,경기도 안산시 단원구 원선1로 38,경기도 안산시 단원구 초지동 796,37.3269861777,126.8047097564,03,02,Y,36,01,04,04,녹색/녹색화살표+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,33+3+37+3+35+3+33+3,02,99,01,N,24:00,24:00,N,Y,Y,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,삼일로,삼일로,03,경기도 안산시 상록구 삼일로 670 (성포동),경기도 안산시 상록구 성포동 594-3,37.3270063648,126.8507577617,03,02,Y,39,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,56+4+16+4+21+5+39+5,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,원선1로,원선1로,03,경기도 안산시 단원구 원선1로 56,경기도 안산시 단원구 초지동 797,37.327155,126.8041937,03,02,Y,49,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+녹색+황색+적색+보행녹색+보행점멸,43+3+5+3+21+3+2+22+2,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,안산길,안산길,03,경기도 안산시 단원구 안산길 56,경기도 안산시 단원구 신길동 1067-3,37.3271665510,126.7706572348,03,02,Y,301,01,04,04,녹색/녹색화살표+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색+적색+보행녹색+보행점멸,10+3+26+3+10+3+2+11+,02,99,01,Y,00:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
강원도,강릉시,시도,-,원대로,3,,강원도 강릉시 교동 1744-2,,128.881618,3,1,Y,A5-L2,1,3,1,9,-,2,2,1,Y,23:00,06:00,N,Y,Y,,강릉시청,033-660-2018,2021-05-12,4200000,강원도 강릉시
경기도,상록구,시도,성포로,성포로,03,경기도 안산시 상록구 성포로 15 (성포동),경기도 안산시 상록구 성포동 592,37.3236810452,126.8433901118,03,01,Y,274,01,03,03,녹색+황색+적색+보행녹색+보행점멸,53+3+3+11+5,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,중앙대로,중앙대로,03,경기도 안산시 단원구 중앙대로567,경기도 안산시 단원구 원곡동 850-3,37.3237275850,126.8044293578,03,02,Y,149,01,04,05,녹색/녹색화살표+황색+녹색+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,41+4+45+4+10+4+49+4+,02,99,01,N,24:00,24:00,N,Y,Y,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,원선1로,원선1로,03,경기도 안산시 단원구 원선1로 14,경기도 안산시 단원구 원곡동 848-2,37.3237275850,126.8044293578,03,01,Y,317,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+적색+보행녹색+보행점멸,115+3+29+3,02,99,01,Y,00:00,09:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
